Pharmacy Name,City,Telephone,Address/Street,Latitude,Longitude,Working Days,Working Hours,De Garde,Google Maps Link,Pharmacy_Last_Updated,Extraction_Day
Pharmacie Sahb El Ward صيدلية سهب الورد,Fès,+212 5 35 76 14 84,5 sehb el ward hors bab ftouh,34.0543407,-4.9532305,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0543407,-4.9532305",2026-03-05,Friday (2026-06-05)
Pharmacie L'IRIS صيدلية الاغيس,fés,+212 5 35 74 80 19,19 RUE BIZERT RTE D'IMMOUZER,34.0213738,-4.9984577,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=34.0213738,-4.9984577",2026-03-05,Friday (2026-06-05)
Pharmacie Ziat صيدلية الزيات,Fès,+212 5 35 63 44 46,DREB ZIAT BATHA,34.0576478,-4.9769857,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0576478,-4.9769857",2026-04-16,Friday (2026-06-05)
Pharmacie Saiss صيدلية سايس,Fès,+212 5 35 65 52 13,14 RUE 1 BLOC PAM BENSOUDA,34.0326792,-4.9969956,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0326792,-4.9969956",2026-03-05,Friday (2026-06-05)
Pharmacie El Attar صيدلية العطار,Fès,+212 5 35 94 30 30,Not Listed,34.0420078,-5.0172347,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0420078,-5.0172347",2026-03-05,Friday (2026-06-05)
Pharmacie Amine صيدلية أمين,Fès,+212 5 35 76 07 70,32 TRIK JDIDA RCIF,34.0584106,-4.972887,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0584106,-4.972887",2026-03-05,Friday (2026-06-05)
Pharmacie Saidi صيدلية سعيدي,Fès,+212 5 35 69 17 84,178 Olivrie secT 27 Zouagha haut,33.9942988,-5.0401468,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.9942988,-5.0401468",2026-03-05,Friday (2026-06-05)
Pharmacie El Mouahidine صيدلية الموحدين,Fès,+212 5 35 62 19 19,Avenue des Almohades شارع الموحدين,34.0427102,-5.0123896,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0427102,-5.0123896",2026-03-05,Friday (2026-06-05)
Pharmacie la Bonté صيدلية الطيبة,Fès,+212 5 35 61 06 22,HAY TARIK 2,34.0337314,-5.0268101,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0337314,-5.0268101",2026-03-05,Friday (2026-06-05)
Pharmacie Chifae صيدلية الشفاء,Fès,+212 5 35 65 05 44,Avenue des Far route de meknes,34.0404482,-5.0087851,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0404482,-5.0087851",2026-03-05,Friday (2026-06-05)
Pharmacie Doukkarat صيدلية الدكارات,Fès فاس,+212 5 35 62 09 21,Avenue des Forces Armées Royales شارع الجيش الملكي,34.0393502,-5.0217359,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0393502,-5.0217359",2026-03-05,Friday (2026-06-05)
Pharmacie Route de Meknès صيدلية طريق مكناس,Fès,+212 5 35 94 48 57,lot karim amrani doukarat,34.0395245,-5.0272749,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0395245,-5.0272749",2026-03-05,Friday (2026-06-05)
Pharmacie Tazi صيدلية التازي,Fès,+212 5 35 93 16 82,RTE MEKNES LOTISS LAHBABI N 11 FES,34.0397879,-5.0313486,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0397879,-5.0313486",2026-03-05,Friday (2026-06-05)
Pharmacie Tarik صيدلية طارق,Fès,+212 5 35 60 21 49,86 HAY TARIK 2 RTE BENSOUDA FES,34.0281108,-5.0239044,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0281108,-5.0239044",2026-03-05,Friday (2026-06-05)
Pharmacie Ait Skattou صيدلية ايت سقاطو,Fès,+212 5 35 74 86 73,AIT SKATTO HAY SAADA,34.0260824,-5.0012035,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0260824,-5.0012035",2026-03-05,Friday (2026-06-05)
Pharmacie Benjelloun صيدلية بنجلون,Fès,+212 5 35 61 09 67,HAY TARIK,34.0268021,-5.0219356,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0268021,-5.0219356",2026-03-05,Friday (2026-06-05)
Pharmacie la Lavande صيدلية الخزامى,Fès,+212 5 35 60 78 79,Rue 2 Hay Rajae Tarik 1,34.0335369,-5.022362,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0335369,-5.022362",2026-03-05,Friday (2026-06-05)
Pharmacie du Passage صيدلية المسار,Fès,+212 5 35 65 03 52,Rue Abdelaziz Boutaleb,34.0359013,-4.9953162,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0359013,-4.9953162",2026-03-05,Friday (2026-06-05)
Pharmacie Boutouil صيدلية بوطويل,Fès ⴼⴰⵙ فاس,+212 5 35 65 28 45,Fes eljadid,34.0560401,-4.9870892,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0560401,-4.9870892",2026-03-05,Friday (2026-06-05)
Pharmacie Populaire الصيدلية الشعبية,Fès ⴼⴰⵙ فاس,+212 5 35 62 19 29,28 BAB JIAF FES JDID,34.0539632,-4.9893255,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0539632,-4.9893255",2026-03-05,Friday (2026-06-05)
Pharmacie Louajriyeine صيدلية الوجريين,Fès ⴼⴰⵙ فاس,+212 5 35 94 00 33,33 DERB JAMAA NOUVEL MELLAH,34.0522071,-4.9901683,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0522071,-4.9901683",2026-03-05,Friday (2026-06-05)
Pharmacie Ravin صيدلية الرافان,Fès,+212 5 35 62 47 85,Rue Omar Al Idrissi,34.0345554,-4.9938759,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0345554,-4.9938759",2026-03-05,Friday (2026-06-05)
Pharmacie Adarissa صيدلية أدارسة,Fès,+212 5 35 60 23 67,HAY SAADA RTE AIN CHQEF,34.0215149,-5.0070833,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0215149,-5.0070833",2026-03-05,Friday (2026-06-05)
Pharmacie Yassine صيدلية ياسين,Fès,+212 5 35 60 42 53,Av Saint Louis RTE AIN CHKEF,34.0158487,-5.0070187,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0158487,-5.0070187",2026-03-05,Friday (2026-06-05)
Pharmacie Dhar El Mehraz صيدلية ظهر المهراز,Fès,+212 5 35 64 20 21,Not Listed,34.0369664,-4.9896306,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0369664,-4.9896306",2026-03-05,Friday (2026-06-05)
Pharmacie de la Gare صيدلية المحطة,Fès,+212 5 35 65 24 75,Imam chafai,34.0448431,-5.0066483,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0448431,-5.0066483",2026-03-05,Friday (2026-06-05)
Pharmacie Hay El Anbra صيدلية حي العنبرة,Fès,+212 5 35 60 56 14,38 AV IBN LKHATIB DERB EL WARD FES,34.0100955,-5.0352723,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0100955,-5.0352723",2026-03-05,Friday (2026-06-05)
Pharmacie Saadi صيدلية السعدي,Fès,+212 5 35 74 98 24,715 LOTT ALKARAOUINE AIN CHEKEF,34.0047517,-5.0137715,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0047517,-5.0137715",2026-03-05,Friday (2026-06-05)
Pharmacie Ain Amir صيدلية عين عمير,Fès,+212 5 35 96 88 45,37 rue el flaha hay hassani rte ain chekaf,34.0026816,-5.004085,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0026816,-5.004085",2026-03-05,Friday (2026-06-05)
Pharmacie Boulevard du Joulane صيدلية شارع الجولان,Fès,+212 5 35 73 31 09,Rue M'diq,34.0314245,-4.9925868,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0314245,-4.9925868",2026-03-05,Friday (2026-06-05)
Pharmacie Ville Nouvelle صيدلية المدينة الجديدة,Fès,+212 5 35 64 19 66,Avenue des Forces Armées Royales شارع الجيش الملكي,34.0343137,-4.9980042,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0343137,-4.9980042",2026-03-05,Friday (2026-06-05)
Pharmacie Sebti صيدلية السبتي,Fès,+212 5 35 64 06 66,rue Benzakour Pres Clinique ryad,34.0323654,-5.0003964,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0323654,-5.0003964",2026-03-31,Friday (2026-06-05)
Pharmacie Youssra صيدلية يسرى,Fès,+212 5 35 64 05 83,801 bd ibn el haytem q sidi brahim,34.0293711,-4.9818124,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0293711,-4.9818124",2026-03-05,Friday (2026-06-05)
Pharmacie Ilyas صيدلية إلياس,Fès,+212 6 13 91 71 79,LOTSS BAB Lghoul dhar Lmahraz A5 FES,34.0451274,-4.9876615,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0451274,-4.9876615",2026-03-05,Friday (2026-06-05)
Pharmacie Bab Alghoul صيدلية باب الغول,Fès,+212 5 35 62 69 27,Avenue Mohamed Ben Arbi Alaoui شارع محمد السلاوي,34.0413437,-4.986712,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0413437,-4.986712",2026-03-05,Friday (2026-06-05)
Pharmacie Marhaba صيدلية مرحبا,Fès,+212 5 35 64 13 81,HAY NAJAH SIDI BRAHIM RUE 2 N 98,34.0269793,-4.9880236,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0269793,-4.9880236",2026-03-05,Friday (2026-06-05)
Pharmacie Bahia صيدلية باهية,Fès,+212 5 35 73 28 70,Av MIDELT SIDI BRAHIM,34.0248246,-4.9854877,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0248246,-4.9854877",2026-03-05,Friday (2026-06-05)
Pharmacie Boughafer صيدلية بوغافر,Fès,+212 5 35 73 23 36,29 Rue Boughafer Narjis A,34.0222771,-4.9859761,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0222771,-4.9859761",2026-03-05,Friday (2026-06-05)
Pharmacie Al Farabi صيدلية الفرابي,Fès فاس,+212 5 35 62 41 47,Not Listed,34.0369228,-5.0206543,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0369228,-5.0206543",2026-03-05,Friday (2026-06-05)
Pharmacie Chaymae صيدلية شيماء,Fès ⴼⴰⵙ فاس,+212 5 35 72 13 54,Not Listed,34.0324461,-5.0585174,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0324461,-5.0585174",2026-03-05,Friday (2026-06-05)
Pharmacie Ibn Haitam صيدلية بن الهيثم,Fès,+212 5 35 96 04 12,104 BV KAIRAOUANE NARJISS FES,34.0211705,-4.9830509,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0211705,-4.9830509",2026-03-05,Friday (2026-06-05)
صيدلية الأسرة,Meknès,Not Available,Not Listed,33.8569858,-5.5408526,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.8569858,-5.5408526",2026-05-02,Friday (2026-06-05)
Pharmacie de l'Université صيدلية الجامعة,Meknès,+212 5 35 73 25 59,79 BIS HAY CHOUHADAE SIDI BRAHIM,33.8687658,-5.5490291,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.8687658,-5.5490291",2026-03-05,Friday (2026-06-05)
Pharmacie Mabrouka صيدلية مبروكة,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,+212 5 35 70 03 77,Not Listed,33.8546631,-5.5422107,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.8546631,-5.5422107",2026-03-05,Friday (2026-06-05)
Pharmacie Al Anouar صيدلية الأنوار,Meknès,+212 5 35 64 90 77,Not Listed,33.860505,-5.5346736,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.860505,-5.5346736",2026-03-05,Friday (2026-06-05)
Pharmacie El Azhar صيدلية الأزهر,Fès,+212 5 35 60 90 65,Haj Mustapha Lahlou Adarissa 2,34.0191682,-5.0126464,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0191682,-5.0126464",2026-03-05,Friday (2026-06-05)
Pharmacie de la Santé صيدلية الصحة,Meknès,+212 5 35 65 67 23,Avenue Allal Ben Abdellah شارع علال بن عبدالله,33.8966929,-5.5456661,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.8966929,-5.5456661",2026-03-05,Friday (2026-06-05)
Pharmacie Ibn Al Hassan صيدلية ابن الحسن,Fès ⴼⴰⵙ فاس,+212 5 35 75 69 17,Not Listed,34.0605169,-5.0049131,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0605169,-5.0049131",2026-03-05,Friday (2026-06-05)
Pharmacie Iraqi Karima صيدلية عراقي كريمة,Fès,+212 5 35 60 67 67,Avenue Lissan-Edine Ibn Al-Khatib شارع لسان الدين ابن الخطيب,34.0206327,-5.0025925,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0206327,-5.0025925",2026-03-05,Friday (2026-06-05)
Pharmacie Al Irfane صيدلية العرفان,Fès,+212 5 35 61 08 27,Avenue Lissan-Edine Ibn Al-Khatib شارع لسان الدين ابن الخطيب,34.0175081,-5.0048856,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0175081,-5.0048856",2026-03-05,Friday (2026-06-05)
Pharmacie Amal Achifae صيدلية أمل الشفاء,Fès,+212 6 01 91 94 62,Not Listed,34.0303207,-5.0546196,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0303207,-5.0546196",2026-03-05,Friday (2026-06-05)
Pharmacie De La Plage صيدلية الشاطئ,Tanger طنجة,Not Available,Avenue Yousef Bnou Tachafine,35.778779,-5.8025272,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.778779,-5.8025272",2026-02-22,Friday (2026-06-05)
Pharmacie Badr صيدلية بدر,Fès,+212 5 35 60 90 62,CITé Adarissa ang route Ain smen,34.0215987,-5.0167602,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0215987,-5.0167602",2026-03-05,Friday (2026-06-05)
Pharmacie Azzahrae صيدلية الزهراء,Fès,+212 5 35 60 04 86,Mohammed 6 Hay Lala soukaina fes,34.0202531,-5.0235395,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0202531,-5.0235395",2026-03-05,Friday (2026-06-05)
Pharmacie Agdal صيدلية أكدال,Fès,+212 5 35 61 25 23,Route Ain Smen Hay Badr,34.0214796,-5.0205636,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0214796,-5.0205636",2026-03-05,Friday (2026-06-05)
Pharmacie Labaraka صيدلية البركة,Fès,+212 5 35 74 87 66,Omar Ibn Abdeljalil Hay Adarissa,34.0189521,-5.0152133,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0189521,-5.0152133",2026-03-05,Friday (2026-06-05)
Pharmacie Ennassiri صيدلية الناصري,Fès,+212 5 35 60 17 71,Route Ain Smen Hay Badr,34.0233883,-5.0210753,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0233883,-5.0210753",2026-03-05,Friday (2026-06-05)
Pharmacie Omari صيدلية عماري,Fès,+212 5 35 61 30 29,HAY SAADA,34.0268791,-5.0063514,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0268791,-5.0063514",2026-03-05,Friday (2026-06-05)
Pharmacie Demnati صيدلية الدمناتي,Fès,+212 5 35 60 07 84,9 HAY GRIOU ZOUAGHA,34.0207935,-5.0303522,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0207935,-5.0303522",2026-03-05,Friday (2026-06-05)
Pharmacie de l'Atlas صيدلية الأطلس,Fès,+212 5 35 64 18 28,Not Listed,34.0318989,-4.9948294,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0318989,-4.9948294",2026-03-05,Friday (2026-06-05)
Pharmacie Afifa صيدلية عفيفة,Fès,+212 5 35 60 80 07,HAY SAADA RESIDENCE NOUR,34.0234473,-5.0091718,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0234473,-5.0091718",2026-03-05,Friday (2026-06-05)
Pharmacie Ifrane صيدلية إفران,Fès,+212 5 35 60 47 12,Lot QODS route Immouzer,34.0144858,-5.0015964,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0144858,-5.0015964",2026-03-05,Friday (2026-06-05)
Pharmacie Al Korachi صيدلية القرشي,Fès,+212 5 35 74 84 97,Not Listed,34.0191247,-5.0016602,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0191247,-5.0016602",2026-03-05,Friday (2026-06-05)
Pharmacie Jabri صيدلية جابري,Fès,+212 5 35 74 93 58,Not Listed,34.0158774,-5.0043792,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0158774,-5.0043792",2026-03-05,Friday (2026-06-05)
Pharmacie L'Opera صيدلية الأوبرا,Fès,+212 5 35 96 05 03,LOT 94 MAGAZINE AIT SKATTO,34.0288781,-4.9951509,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0288781,-4.9951509",2026-03-05,Friday (2026-06-05)
Pharmacie Erriad صيدلية الرياض,Fès,+212 5 35 64 05 54,Not Listed,34.0244919,-5.0126568,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0244919,-5.0126568",2026-03-05,Friday (2026-06-05)
Pharmacie Mekouar صيدلية مكوار,Fès,+212 5 35 64 01 72,Avenue Roi Houssaine Route d ' Immouzzer Resi Riad,34.0309569,-4.9981453,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0309569,-4.9981453",2026-03-05,Friday (2026-06-05)
Pharmacie Pasteur صيدلية باستور,Fès,+212 5 35 61 18 14,HAY SALAM BOURKAYEZ,34.0271122,-5.009844,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0271122,-5.009844",2026-03-05,Friday (2026-06-05)
Pharmacie Arrazi صيدلية الرازي,Fès,+212 5 35 64 07 84,Boulevard Moulay Hicham,34.0260606,-4.9976251,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0260606,-4.9976251",2026-03-05,Friday (2026-06-05)
Pharmacie Allaou Ichou,Imouzzer Kandar ⵉⵎⵓⵣⵣⴰⵔ ⴽⵏⴷⵕ إيموزار كندر,Not Available,Not Listed,33.7256879,-5.01307,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=33.7256879,-5.01307",2026-03-05,Friday (2026-06-05)
Pharmacie Du Soleil صيدلية الشمس,Agadir,+212 5 28 84 80 04,Avenue Président Kennedy,30.4213649,-9.5927628,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=30.4213649,-9.5927628",2026-03-05,Friday (2026-06-05)
Pharmacie Conseil صيدلية النصيحة,Fès,+212 5 35 61 91 62,Route de Sefrou Lotis Ouafae 1,34.0132374,-4.9815705,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0132374,-4.9815705",2026-03-05,Friday (2026-06-05)
Pharmacie Al Ihssane,Fès,+212 5 35 61 94 00,6 LOTISS EL WAFA BD MY RACHID RTE SEFROU FEZ,34.0101598,-4.9792405,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0101598,-4.9792405",2026-03-05,Friday (2026-06-05)
Pharmacie El Karam صيدلية الكرم,Fés,+212 5 35 70 33 68,DHAR LKHMISS L'HABITAT,34.0698093,-4.9870605,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0698093,-4.9870605",2026-03-05,Friday (2026-06-05)
Pharmacie Blanco صيدلية بلانكو,Fès,+212 5 35 96 70 93,Ridicule Yasmine rte Ain chqef,33.9992559,-5.0091302,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.9992559,-5.0091302",2026-03-05,Friday (2026-06-05)
Pharmacie El Majd صيدلية المجد,Fès,+212 5 35 65 64 47,Avenue Karouyine شارع القرويين,34.0176898,-4.9808471,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0176898,-4.9808471",2026-04-08,Friday (2026-06-05)
Pharmacie Al Ahbab صيدلية الأحباب,Fès,+212 5 34 87 00 90,254 Lot fadela 3 rte Ain chkef,33.9992501,-5.004313,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.9992501,-5.004313",2026-03-05,Friday (2026-06-05)
Pharmacie Taiba صيدلية طيبة,Fès,+212 5 35 60 77 77,Route Ain Chkef,34.001416,-5.0066556,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.001416,-5.0066556",2026-03-05,Friday (2026-06-05)
Pharmacie Ibn Khaldoun صيدلية ابن خلدون,Fés,+212 5 35 73 01 23,Avenue Karouyine شارع القرويين,34.0144522,-4.9717966,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0144522,-4.9717966",2026-03-05,Friday (2026-06-05)
Pharmacie C.H.U Hassan II صيدلية الحسن الثاني,Fès,+212 5 35 61 58 99,Avenue My Rachid Route de Sefrou Zohor 2 Lotis Laila,34.0076473,-4.9779753,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0076473,-4.9779753",2026-03-05,Friday (2026-06-05)
Pharmacie Al Inaya صيدلية العناية,Fès,+212 5 35 64 42 73,Avenue Karouyine شارع القرويين,34.0166064,-4.9775556,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0166064,-4.9775556",2026-03-05,Friday (2026-06-05)
Pharmacie Al Ikhwa صيدلية الإخوة,Fès,+212 5 35 96 20 95,Route Ain Chkef,34.0069752,-5.0085257,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0069752,-5.0085257",2026-03-05,Friday (2026-06-05)
Pharmacie Haoudi صيدلية هاودي,Fès,+212 5 35 64 20 05,Avenue Karouyine شارع القرويين,34.0196338,-4.9851537,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0196338,-4.9851537",2026-03-05,Friday (2026-06-05)
Pharmacie Najmi صيدلية نجمي,Fès,+212 5 35 61 22 41,Hay anas rte ain chkef,34.0067506,-5.0053672,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0067506,-5.0053672",2026-03-05,Friday (2026-06-05)
Pharmacie La Victoire صيدلية النصر,Fès,+212 5 35 73 23 80,Avenue Abi Horaira Zohor 1,34.0178887,-4.9862395,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0178887,-4.9862395",2026-03-05,Friday (2026-06-05)
Pharmacie Fatima Ezzahra صيدلية فاطمة الزهراء,Fès,+212 5 35 60 45 21,2 LOT TOURIA ANAS 3,34.0046872,-5.0014405,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0046872,-5.0014405",2026-03-05,Friday (2026-06-05)
Pharmacie El Houda صيدلية الهدى,Fès,+212 5 35 64 46 57,Avenue Abi Horaira Zohor 1,34.0171254,-4.9894159,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0171254,-4.9894159",2026-03-05,Friday (2026-06-05)
